model,system,phase1_score,phase2_score,phase2_coverage,phase2_runtime_check_passed,phase3b_score,phase3_tv_rate,phase3_audit_run,phase3_final_score,overall_score,gen_tokens_in,gen_tokens_out,tv_agent_cost_usd,tv_agent_duration_s,best_run_spec_path,tv_workspace_path
kimi_k25_ds,mutex,1.0,1.0,1.0,True,0.8571428571428571,1.0,False,1.0,0.9642857142857143,2392,725,1.6803714,685.066,/home/ubuntu/SysMoBench/output/compilation_check/tla/mutex/direct_call_kimi_k25_ds/20260417094233/mutex.tla,tv-workspaces/20260417_163117_mutex
kimi_k25_ds,raftkvs,1.0,0.0,0.0,False,,,False,,0.25,37236,5582,,,/home/ubuntu/SysMoBench/output/compilation_check/tla/raftkvs/direct_call_kimi_k25_ds/20260417120156/raftkvs.tla,
kimi_k25_ds,redisraft,1.0,0.2727,0.2727,True,0.0,0.5,False,0.3333333333333333,0.4015083333333333,24648,5442,,,/home/ubuntu/SysMoBench/output/compilation_check/tla/redisraft/direct_call_kimi_k25_ds/20260417122511/redisraft.tla,tv-workspaces/20260418_132845_kimi_redisraft
kimi_k25_ds,ringbuffer,1.0,1.0,1.0,True,1.0,0.7128378378378378,True,0.0,0.75,5967,1322,,,/home/ubuntu/SysMoBench/output/compilation_check/tla/ringbuffer/direct_call_kimi_k25_ds/20260417095916/ringbuffer.tla,tv-workspaces/20260418_121903_kimi_ringbuffer
kimi_k25_ds,rwmutex,1.0,1.0,1.0,True,0.0,1.0,False,1.0,0.75,4580,2272,2.5118107999999997,909.406,/home/ubuntu/SysMoBench/output/compilation_check/tla/rwmutex/direct_call_kimi_k25_ds/20260417132220/rwmutex.tla,tv-workspaces/20260417_163119_rwmutex
kimi_k25_ds,spin,1.0,1.0,1.0,True,0.5714285714285714,0.9298928919182083,False,0.0,0.6428571428571428,2921,928,3.3578394999999994,982.217,/home/ubuntu/SysMoBench/output/compilation_check/tla/spin/direct_call_kimi_k25_ds/20260417102852/spin.tla,tv-workspaces/20260417_163115_spin
kimi_k25_ds,zookeeper,1.0,1.0,1.0,True,0.8181818181818182,0.9696969696969697,True,0.6666666666666666,0.8712121212121212,47487,2599,,,/home/ubuntu/SysMoBench/output/compilation_check/tla/zookeeper/direct_call_kimi_k25_ds/20260417100848/zookeeper.tla,tv-workspaces/20260418_121903_kimi_zookeeper
minimax_m27_ds,curp,1.0,0.0,0.0,False,,,False,,0.25,37800,2704,,,/home/ubuntu/SysMoBench/output/compilation_check/tla/curp/direct_call_minimax_m27/20260417044946/curp.tla,
minimax_m27_ds,dqueue,1.0,0.0,0.0,False,,,False,,0.25,2374,2724,,,/home/ubuntu/SysMoBench/output/compilation_check/tla/dqueue/direct_call_minimax_m27/20260417045026/dqueue.tla,
minimax_m27_ds,etcd,0.5,,,,,,False,,0.125,25763,5903,,,/home/ubuntu/SysMoBench/output/compilation_check/tla/etcd/direct_call_minimax_m27_ds/20260419092203/etcdraft.tla,
minimax_m27_ds,locksvc,0.5,,,,,,False,,0.125,4838,3532,,,/home/ubuntu/SysMoBench/output/compilation_check/tla/locksvc/direct_call_minimax_m27_ds/20260419115517/locksvc.tla,
minimax_m27_ds,mutex,1.0,0.25,0.25,True,0.0,1.0,True,0.3333333333333333,0.3958333333333333,3337,7503,3.058629550000001,1016.331,/home/ubuntu/SysMoBench/output/compilation_check/tla/mutex/direct_call_minimax_m27_ds/20260418125936/mutex.tla,tv-workspaces/20260422_021049_mutex
minimax_m27_ds,raftkvs,0.48,,,,,,False,,0.12,39032,11604,,,/home/ubuntu/SysMoBench/output/compilation_check/tla/raftkvs/direct_call_minimax_m27_ds/20260419125145/raftkvs.tla,
minimax_m27_ds,redisraft,0.47435897435897434,,,,,,False,,0.11858974358974358,25824,8915,,,/home/ubuntu/SysMoBench/output/compilation_check/tla/redisraft/direct_call_minimax_m27/20260417050050/redisraft.tla,
minimax_m27_ds,ringbuffer,1.0,1.0,1.0,True,1.0,0.7916666666666667,True,0.5,0.875,6024,2406,3.3367223000000004,1413.215,/home/ubuntu/SysMoBench/output/compilation_check/tla/ringbuffer/direct_call_minimax_m27_ds/20260419152145/ringbuffer.tla,tv-workspaces/20260422_011015_ringbuffer
minimax_m27_ds,rwmutex,1.0,0.75,0.75,True,0.0,0.6666666666666666,True,0.6666666666666666,0.6041666666666666,4603,4180,2.67341845,1296.418,/home/ubuntu/SysMoBench/output/compilation_check/tla/rwmutex/direct_call_minimax_m27_ds/20260419170034/rwmutex.tla,tv-workspaces/20260422_021052_rwmutex
minimax_m27_ds,spin,1.0,1.0,1.0,True,0.7142857142857143,1.0,True,0.5,0.8035714285714286,2942,5346,5.598335649999999,1415.764,/home/ubuntu/SysMoBench/output/compilation_check/tla/spin/direct_call_minimax_m27/20260417045058/spin.tla,tv-workspaces/20260422_011012_spin
minimax_m27_ds,zookeeper,1.0,0.5,0.5,False,,,False,,0.375,45030,5255,,,/home/ubuntu/SysMoBench/output/compilation_check/tla/zookeeper/direct_call_minimax_m27_ds/20260419180619/zookeeper.tla,
qwen36_plus_ds,curp,1.0,0.6667000000000001,0.6667000000000001,False,,,False,,0.416675,39651,5921,,,/home/ubuntu/SysMoBench/output/compilation_check/tla/curp/direct_call_qwen36_plus_ds/20260417134101/curp.tla,
qwen36_plus_ds,dqueue,1.0,0.0,0.0,False,,,False,,0.25,2480,11770,,,/home/ubuntu/SysMoBench/output/compilation_check/tla/dqueue/direct_call_qwen36_plus_ds/20260417150215/dqueue.tla,
qwen36_plus_ds,etcd,1.0,0.75,0.75,True,0.0,0.8,True,0.2,0.4875,28801,15143,6.424574800000001,2062.917,/home/ubuntu/SysMoBench/output/compilation_check/tla/etcd/direct_call_qwen36_plus_openrouter/20260421174852/etcdraft.tla,tv-workspaces/20260422_021037_etcd
qwen36_plus_ds,locksvc,1.0,0.25,0.25,False,,,False,,0.3125,4922,9226,,,/home/ubuntu/SysMoBench/output/compilation_check/tla/locksvc/direct_call_qwen36_plus_ds/20260417152841/locksvc.tla,
qwen36_plus_ds,mutex,1.0,1.0,1.0,True,0.8571428571428571,1.0,True,1.0,0.9642857142857143,3562,7115,2.1666957000000004,1050.869,/home/ubuntu/SysMoBench/output/compilation_check/tla/mutex/direct_call_qwen36_plus_ds/20260418033934/mutex.tla,tv-workspaces/20260422_021040_mutex
qwen36_plus_ds,raftkvs,1.0,0.0,0.0,False,,,False,,0.25,37506,12437,,,/home/ubuntu/SysMoBench/output/compilation_check/tla/raftkvs/direct_call_qwen36_plus_ds/20260418090034/raftkvs.tla,
qwen36_plus_ds,redisraft,0.4827586206896552,,,,,,False,,0.1206896551724138,24576,14164,,,/home/ubuntu/SysMoBench/output/compilation_check/tla/redisraft/direct_call_qwen36_plus_openrouter/20260419165741/redisraft.tla,
qwen36_plus_ds,ringbuffer,1.0,1.0,1.0,True,1.0,1.0,True,1.0,1.0,6531,7270,3.232843250000001,1316.769,/home/ubuntu/SysMoBench/output/compilation_check/tla/ringbuffer/direct_call_qwen36_plus_ds/20260418165152/ringbuffer.tla,tv-workspaces/20260422_021043_ringbuffer
qwen36_plus_ds,rwmutex,1.0,1.0,1.0,True,0.9,1.0,True,0.6666666666666666,0.8916666666666666,6146,7866,2.33795425,1182.327,/home/ubuntu/SysMoBench/output/compilation_check/tla/rwmutex/direct_call_qwen36_plus_ds/20260418163516/rwmutex.tla,tv-workspaces/20260422_011006_rwmutex
qwen36_plus_ds,spin,1.0,1.0,1.0,True,1.0,1.0,True,1.0,1.0,4104,5741,3.5966559500000006,1391.894,/home/ubuntu/SysMoBench/output/compilation_check/tla/spin/direct_call_qwen36_plus_ds/20260417103616/spin.tla,tv-workspaces/20260422_021046_spin
qwen36_plus_ds,zookeeper,1.0,1.0,1.0,True,0.0,1.0,True,0.6666666666666666,0.6666666666666666,48621,11073,,,/home/ubuntu/SysMoBench/output/compilation_check/tla/zookeeper/direct_call_qwen36_plus_ds/20260419035835/zookeeper.tla,tv-workspaces/20260422_050500_zookeeper
